participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.IRB,player.type,player.Q1,player.Q2,player.Q3,player.Q4,player.money_after_wage,player.firms_offer_accepted,player.worker_has_accepted_offer,player.wage_paid,player.transaction_number,player.wage,player.firms_worker_id,player.bid_number,player.number_of_offers_in_round,player.previous_wage,player.previous_bid_number,player.worker_selected_effort,player.worker_effort_level,player.firm_effort_level,player.binary_effort_level,player.effort_cost,player.ECU_payoff,player.ECU_payoff_total,player.accepted_highest_offer,player.bid_placement_of_accepted_offer,player.time_offered,player.time_bought,player.time_to_bought,player.time_to_effort,player.effort_start_time,player.auction_start_time,player.Instructions_Page_Number,player.wrong_string,player.previous_answers,player.worker_has_selected_effort,player.USD_payoff,player.USD_payoff_with_showup,player.First_Name,player.Last_Name,player.has_given_info,player.round_1_payoff,player.round_2_payoff,player.round_3_payoff,player.round_4_payoff,player.round_5_payoff,player.round_6_payoff,player.round_7_payoff,player.round_8_payoff,player.round_9_payoff,player.round_10_payoff,player.round_11_payoff,player.round_12_payoff,group.id_in_subsession,group.bid_number,group.transaction_number,group.highest_bid,group.wage_temp,group.bid_2,group.bid_3,group.bid_4,group.bid_5,group.bid_6,group.group_round_number,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
8,m1aq2zo8,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,96,8,,27,0,1,,,,,,0,1,55,3,-1,0,-185,0,,,1,0.3,0,Regular,0,27,27,1,1,,,,8.309985876,1757439047,1757438986,1,,,0,1.08,8.08,,,0,27,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,n7xj2r3e,,,,,0
9,cbcvki3x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,88,9,,22,0,1,,,,,,0,1,50,4,-1,0,-185,0,,,1,0.3,0,Regular,0,22,22,1,1,,,,3.077726603,1757439047,1757438986,1,,,0,0.88,7.88,,,0,22,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,n7xj2r3e,,,,,0
10,9ify4f6u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,71,10,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,0,0,,,,,,1757439046,1757438986,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,n7xj2r3e,,,,,0
1,q0ls0pc3,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,343,1,Worker,0,0,0,,,,,,0,0,0,0,55,0,4,1,,-185,0,0,0,,0,0,21,0,,59.89275455,,,,1757439145,1757439085,1,,,0,0.84,7.84,,,0,21,0,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
2,0fhffl1x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,369,2,Firm,23,0,0,,,,,,1,0,0,3,50,9,1,1,,-185,0,0,0.3,Regular,0,23,46,0,,1.750395298,55.3774991,53.62710381,,1757439145,1757439085,1,,,0,1.84,8.84,,,0,23,23,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
3,cacvmkz5,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,437,3,,57,0,0,,,,,,1,0,0,2,55,6,3,1,,-185,0,0,0.8,Super,0,57,78,0,,40.39223599,41.33032417,0.938088179,,1757439145,1757439085,1,,,0,3.12,10.12,,,0,21,57,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
4,urz8l5hw,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,349,4,,21,0,0,,,,,,1,0,0,1,55,10,2,1,,-185,0,0,0.3,Regular,0,21,41,0,,4.313737869,12.75165701,8.43791914,,1757439145,1757439085,1,,,0,1.64,8.64,,,0,20,21,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
5,8nctjebg,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,40,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,27,0,,,,,,1757439145,1757439085,1,,,0,1.08,8.08,,,0,27,0,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
6,qzvgdryu,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,60,6,,17,0,1,,,,,,0,1,55,2,-1,0,-185,0,,,1,0.8,0,Super,0,17,17,1,1,,,,11.11186004,1757439145,1757439085,1,,,0,0.68,7.68,,,0,0,17,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
7,joe72x0i,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,79,7,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,32,0,,,,,,1757439145,1757439085,1,,,0,1.28,8.28,,,0,32,0,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
8,m1aq2zo8,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,96,8,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,27,0,,,,,,1757439145,1757439085,1,,,0,1.08,8.08,,,0,27,0,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
9,cbcvki3x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,88,9,,22,0,1,,,,,,0,1,50,3,-1,0,-185,0,,,1,0.3,0,Regular,0,22,44,1,1,,,,15.42338729,1757439145,1757439085,1,,,0,1.76,8.76,,,0,22,22,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
10,9ify4f6u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,71,10,,27,0,1,,,,,,0,1,55,1,-1,0,-185,0,,,1,0.3,0,Regular,0,27,27,1,1,,,,22.5643878,1757439145,1757439085,1,,,0,1.08,8.08,,,0,0,27,0,0,0,0,0,0,0,0,0,0,1,4,3,55,,0,0,0,0,0,2,3,n7xj2r3e,,,,,0
1,q0ls0pc3,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,343,1,Worker,21,0,0,,,,,,1,0,0,2,55,6,3,1,,-185,0,0,0.3,Regular,0,21,42,0,,5.614635468,6.082247019,0.467611551,,1757439257,1757439197,1,,,0,1.68,8.68,,,0,21,0,21,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
2,0fhffl1x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,369,2,Firm,23,0,0,,,,,,1,0,0,3,50,10,1,1,,-185,0,0,0.3,Regular,0,23,69,0,,1.342483759,9.649098635,8.306614876,,1757439257,1757439197,1,,,0,2.76,9.76,,,0,23,23,23,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
3,cacvmkz5,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,437,3,,57,0,0,,,,,,1,0,0,4,55,5,4,1,,-185,0,0,0.8,Super,0,57,135,0,,9.169591188,10.1220808,0.952489614,,1757439257,1757439197,1,,,0,5.4,12.4,,,0,21,57,57,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
4,urz8l5hw,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,349,4,,20,0,0,,,,,,1,0,0,1,60,8,2,1,,-185,0,0,0.3,Regular,0,20,61,0,,3.76555562,4.219477415,0.453921795,,1757439257,1757439197,1,,,0,2.44,9.44,,,0,20,21,20,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
5,8nctjebg,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,40,5,,17,0,1,,,,,,0,1,55,4,-1,0,-185,0,,,1,0.8,0,Super,0,17,44,1,1,,,,4.93708396,1757439257,1757439197,1,,,0,1.76,8.76,,,0,27,0,17,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
6,qzvgdryu,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,60,6,,27,0,1,,,,,,0,1,55,2,-1,0,-185,0,,,1,0.3,0,Regular,0,27,44,1,1,,,,3.765064716,1757439257,1757439197,1,,,0,1.76,8.76,,,0,0,17,27,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
7,joe72x0i,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,79,7,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,32,0,,,,,,1757439257,1757439197,1,,,0,1.28,8.28,,,0,32,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
8,m1aq2zo8,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,96,8,,32,0,1,,,,,,0,1,60,1,-1,0,-185,0,,,1,0.3,0,Regular,0,32,59,1,1,,,,3.906073093,1757439257,1757439197,1,,,0,2.36,9.36,,,0,27,0,32,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
9,cbcvki3x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,88,9,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,44,0,,,,,,1757439257,1757439197,1,,,0,1.76,8.76,,,0,22,22,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
10,9ify4f6u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,71,10,,22,0,1,,,,,,0,1,50,3,-1,0,-185,0,,,1,0.3,0,Regular,0,22,49,0,2,,,,2.234173059,1757439257,1757439197,1,,,0,1.96,8.96,,,0,0,27,22,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,n7xj2r3e,,,,,0
1,q0ls0pc3,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,343,1,Worker,21,0,0,,,,,,1,0,0,1,55,8,2,1,,-185,0,0,0.3,Regular,0,21,63,0,,4.522143841,4.799698114,0.277554274,,1757439350,1757439289,1,,,0,2.52,9.52,,,0,21,0,21,21,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
2,0fhffl1x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,369,2,Firm,23,0,0,,,,,,1,0,0,3,50,10,1,1,,-185,0,0,0.3,Regular,0,23,92,0,,1.010106325,13.15662861,12.14652228,,1757439350,1757439289,1,,,0,3.68,10.68,,,0,23,23,23,23,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
3,cacvmkz5,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,437,3,,24,0,0,,,,,,1,0,0,4,45,9,4,1,,-185,0,0,0.3,Regular,0,24,159,0,,16.04165268,16.58127403,0.539621353,,1757439350,1757439290,1,,,0,6.36,13.36,,,0,21,57,57,24,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
4,urz8l5hw,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,349,4,,21,0,0,,,,,,1,0,0,2,55,7,3,1,,-185,0,0,0.3,Regular,0,21,82,0,,11.85561204,12.14242411,0.286812067,,1757439349,1757439289,1,,,0,3.28,10.28,,,0,20,21,20,21,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
5,8nctjebg,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,40,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,44,0,,,,,,1757439350,1757439290,1,,,0,1.76,8.76,,,0,27,0,17,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
6,qzvgdryu,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,60,6,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,44,0,,,,,,1757439350,1757439290,1,,,0,1.76,8.76,,,0,0,17,27,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
7,joe72x0i,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,79,7,,27,0,1,,,,,,0,1,55,2,-1,0,-185,0,,,1,0.3,0,Regular,0,27,59,1,1,,,,4.250211954,1757439350,1757439290,1,,,0,2.36,9.36,,,0,32,0,0,27,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
8,m1aq2zo8,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,96,8,,27,0,1,,,,,,0,1,55,1,-1,0,-185,0,,,1,0.3,0,Regular,0,27,86,1,1,,,,6.625782013,1757439350,1757439290,1,,,0,3.44,10.44,,,0,27,0,32,27,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
9,cbcvki3x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,88,9,,17,0,1,,,,,,0,1,45,4,-1,0,-185,0,,,1,0.3,0,Regular,0,17,61,1,1,,,,3.953407288,1757439349,1757439289,1,,,0,2.44,9.44,,,0,22,22,0,17,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
10,9ify4f6u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,71,10,,22,0,1,,,,,,0,1,50,3,-1,0,-185,0,,,1,0.3,0,Regular,0,22,71,1,1,,,,3.312524796,1757439349,1757439289,1,,,0,2.84,9.84,,,0,0,27,22,22,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,n7xj2r3e,,,,,0
1,q0ls0pc3,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,343,1,Worker,29,0,0,,,,,,1,0,0,1,30,5,1,1,,-185,0,0,0.3,Regular,0,29,92,0,,1.632638216,2.250323534,0.617685318,,1757439444,1757439384,1,,,0,3.68,10.68,,,0,21,0,21,21,29,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
2,0fhffl1x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,369,2,Firm,26,0,0,,,,,,1,0,0,3,40,6,3,1,,-185,0,0,0.3,Regular,0,26,118,0,,4.23310709,4.601395845,0.368288755,,1757439444,1757439384,1,,,0,4.72,11.72,,,0,23,23,23,23,26,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
3,cacvmkz5,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,437,3,,29,0,0,,,,,,1,0,0,4,30,10,4,1,,-185,0,0,0.3,Regular,0,29,188,0,,5.629873991,6.670666218,1.040792227,,1757439444,1757439384,1,,,0,7.52,14.52,,,0,21,57,57,24,29,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
4,urz8l5hw,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,349,4,,24,0,0,,,,,,1,0,0,2,45,9,2,1,,-185,0,0,0.3,Regular,0,24,106,0,,1.873242378,2.212478876,0.339236498,,1757439444,1757439384,1,,,0,4.24,11.24,,,0,20,21,20,21,24,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
5,8nctjebg,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,40,5,,2,0,1,,,,,,0,1,30,1,-1,0,-185,0,,,1,0.3,0,Regular,0,2,46,0,2,,,,1.797236919,1757439444,1757439384,1,,,0,1.84,8.84,,,0,27,0,17,0,2,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
6,qzvgdryu,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,60,6,,12,0,1,,,,,,0,1,40,3,-1,0,-185,0,,,1,0.3,0,Regular,0,12,56,1,1,,,,4.750077724,1757439444,1757439384,1,,,0,2.24,9.24,,,0,0,17,27,0,12,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
7,joe72x0i,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,79,7,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,59,0,,,,,,1757439444,1757439384,1,,,0,2.36,9.36,,,0,32,0,0,27,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
8,m1aq2zo8,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.5,1,,,96,8,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,,0,0,86,0,,,,,,1757439444,1757439384,1,,,0,3.44,10.44,,,0,27,0,32,27,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
9,cbcvki3x,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,88,9,,17,0,1,,,,,,0,1,45,2,-1,0,-185,0,,,1,0.3,0,Regular,0,17,78,1,1,,,,2.45374155,1757439444,1757439384,1,,,0,3.12,10.12,,,0,22,22,0,17,17,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
10,9ify4f6u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,54:18.6,1,,,71,10,,2,0,1,,,,,,0,1,30,4,-1,0,-185,0,,,1,0.3,0,Regular,0,2,73,1,1,,,,7.299514294,1757439444,1757439384,1,,,0,2.92,9.92,,,0,0,27,22,22,2,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,n7xj2r3e,,,,,0
